hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area,,
5e63bd65-9b74-4a76-9b3c-069047e22945,193335,1,0,7/27/2023,prince spund shrimp,2,3,0,ADFG WEB,9/2/2023,2023,NULL,0,NULL,,
d777c303-dfd7-449f-b7b5-1a5333de84f6,22253,0,0,5/6/2023,"Lake Bay, Esther Is.",2,24,1,ADFG WEB,5/6/2023,2023,NULL,0,NULL,,
481f1dab-8fd1-4028-abc4-5dd63d0083a0,323962,0,0,7/8/2023,Bush banks,2,96,2,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
99850c73-b49c-47a0-95b7-c392e5a6a41e,167816,0,0,7/27/2023,PWS,2,12,1,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
1096d5f3-112c-4bcf-a4a8-d53662002794,181380,0,0,5/19/2023,unakwik,3,12,1.25,ADFG WEB,8/30/2023,2023,NULL,0,NULL,,
81cea0bc-6a87-49c7-ace5-e292dbeb2d3d,404180,0,0,7/29/2023,Pigot Pt,2,24,1.5,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
b81bc0a5-95e4-4399-a0ca-46d75220a896,212162,0,0,5/28/2023,Pigot bay,2,6,1,ADFG WEB,8/15/2023,2023,NULL,0,NULL,,
4fedae0d-1d83-4aa4-8930-01eedaa8d582,224234,0,0,6/4/2023,Sywash Cove,2,12,1.5,ADFG WEB,8/9/2023,2023,NULL,0,NULL,,
58e2d309-5070-4c19-8567-44c5d7aa54ae,150835,0,0,7/29/2023,West Finger Bay,3,21,3.5,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
5b20ad26-3200-46f7-a4e5-733fcc6608f1,256762,0,0,6/22/2023,Passage Canal Poh Bay,2,96,2,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
bde63e28-a51e-4a59-b15f-799e5b648552,15108,0,0,7/2/2023,Poe bay,2,6,1,ADFG WEB,7/2/2023,2023,NULL,0,NULL,,
a06f46f4-72f4-4559-870d-de10114856a6,98570,1,0,6/17/2023,Cochrane Bay,2,3,0,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
340427dd-035f-4a18-b25f-6b0dd6ed0bdb,83007,0,0,7/14/2023,North West of head of Blackstone,1,20,2.5,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
e58a2ae7-2cc4-4a48-9f70-a943cea1254d,211017,0,0,7/5/2023,Blackstone Bay,2,20,1,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
50254f54-3994-47f2-b979-b35cb243160b,94579,0,0,5/3/2023,cochrane bay,2,24,1.5,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
d2c4f6ad-b38c-4c86-b39f-9af4dd4b68cd,24734,0,0,6/1/2023,Blackstone Bay,2,15,1,ADFG WEB,7/24/2023,2023,NULL,0,NULL,,
bd158471-a71f-44b2-9d80-4a1f23d60249,362889,0,0,7/24/2023,Port Valdez,2,12,0.1,ADFG WEB,8/19/2023,2023,NULL,0,NULL,,
afadabe2-68ce-4df1-aa1f-e1d4f95790ed,314571,0,0,7/8/2023,South or suprise,2,24,1,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
5d746525-9411-42d5-a207-74a032465594,53525,0,0,6/17/2023,Cochrane,2,12,3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
bed15753-5d1f-4bb8-9e96-44b5fa947996,154680,0,0,9/6/2023,2 miles east of whittier,2,24,3.5,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
615e20b9-16b6-479d-b4d0-5166e26c9290,353,0,0,6/26/2023,Port Wells Bettlrs/Hobo Bay,2,2,2,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
040b9ee0-8e33-4681-a140-eee46a34c3f1,22689,0,0,7/14/2023,Passage Canal,2,24,2.5,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
212c1058-8e83-4669-9ca6-f9b49b78a100,99280,0,0,4/29/2023,Mineral creek,2,48,2,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
beaa78a8-e726-4a6d-9972-939a6dad04bf,335098,0,0,6/19/2023,Gold creek,2,26,2,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
8253ffd4-0421-4366-a0c1-5161579c6588,45789,0,0,8/6/2023,blackstone bay,2,12,2.5,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
29cf016f-74dd-4cbd-b02e-96d69f54604b,376270,0,0,7/16/2023,Winter Haven,2,12,2,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
222f79c2-78fa-41de-b681-dd40c301b154,259252,0,0,6/15/2023,Unakwik inlet,3,8,2,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
06dfb2b0-b8a2-4ae9-86eb-49bdc2447ab3,392344,0,0,9/12/2023,Shotgun Cove,2,96,1,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
14a6970b-22df-4e60-ab85-d002a417f39b,141234,0,0,7/21/2023,Main Bay,2,12,1,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
3b41a519-6cf0-4cfd-9885-df46b7218e26,21998,0,0,6/18/2023,lake bay esther island,2,48,0.25,ADFG WEB,10/17/2023,2023,NULL,1,NULL,,
c2359bf2-92ae-4cc5-8274-8c7f2081af18,109234,0,0,5/23/2023,Cochrane Bay,2,7,3,ADFG WEB,8/26/2023,2023,NULL,0,NULL,,
fa6cc1ad-1124-421d-ad82-cca29003fa85,330053,1,0,9/9/2023,"Allison Point, Valdez",2,24,0,ADFG WEB,9/13/2023,2023,NULL,0,NULL,,
108066e0-8666-43cb-999a-a2dacb9bf914,195353,0,0,7/1/2023,Cochrane Bay,2,24,1,ADFG WEB,11/15/2023,2023,NULL,2,NULL,,
4d985c5d-bc71-418e-8be0-8484ef96bc94,291099,0,0,6/30/2023,Port Valdez,2,21,1,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
4f1ff270-9e9a-4715-a883-c417f4dad915,163362,1,0,5/12/2023,Kings bay,2,4,0,ADFG WEB,5/12/2023,2023,NULL,0,NULL,,
80001f70-1389-4004-afd2-effbd2d0f8f7,234252,0,0,7/24/2023,Prince William Sound,2,96,3,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
2cbbc5e1-f435-4b27-b65a-e9478aa21d5e,120862,0,0,7/9/2023,Port Valdez,2,165,2,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
8f98f4b8-e34e-452e-9c8d-611cf00adbc7,72080,0,0,5/12/2023,Blackstone Bay,2,72,5,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
3ca2d398-16ee-4b7b-855e-1579e747dc0d,19090,0,0,5/17/2023,Pigot Pt,2,102,1.5,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
2ba75802-b420-433d-9031-763d7668112a,149688,0,0,5/10/2023,Port Valdez,2,24,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
d801a94f-f5c5-4e29-830a-84153cffeda9,220298,0,0,5/31/2023,college fjord,1,11,0.25,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
48413901-d92b-447f-9d1d-bbc609cd3f11,175816,0,0,6/18/2023,Colombia bay,3,12,2,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
e0815037-6b3a-4518-89b4-343eadf8d610,145461,0,0,8/11/2023,Head of Bay Whittier,2,8,3.5,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
0da93334-ebd8-49e7-a30a-1072e69b11a4,113489,0,0,6/1/2023,Cochrane Bay,2,8,3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
2398dc03-f136-4105-a1f0-ab9c66bf4f35,81843,0,0,7/21/2023,Mclure Bay,3,12,0.33,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
a4021528-2224-46c7-ae94-d1ea2cdef80f,35998,0,0,5/14/2023,Cochran,2,12,4,ADFG WEB,5/14/2023,2023,NULL,0,NULL,,
7f49c197-f1b0-433b-bb03-0a77b1a0c3ae,121162,0,0,6/1/2023,Ammo island,2,48,2,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
07a4c5fe-4158-4be2-a39e-ecba94e53d08,1563,1,0,6/3/2023,Blackstone bay,2,6,0,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
6a5a779f-3310-4bfc-bf3c-875b80e57681,252153,0,0,6/2/2023,Passage Canal,2,24,0.25,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
6007dc8c-53c3-43a4-ab69-8491a6430b8b,40780,0,0,6/16/2023,Shoupe bay entrance,2,8,1,ADFG WEB,10/1/2023,2023,NULL,0,NULL,,
b11d6139-7d42-433f-8c70-5dfb816b1e64,149688,0,0,5/16/2023,Port Valdez,2,24,0.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
f656a1db-9553-480f-90e7-572c42dc1fee,244707,0,0,7/1/2023,middle rock Valdez narrows,2,24,1,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
0d812595-a489-4c5c-a87b-cbf6596c3271,47280,0,0,5/6/2023,Passage Canal,2,12,5,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
bd9d4ed0-e4c7-4ebb-b060-34f655009a90,154871,0,0,6/2/2023,Culross,2,66,3,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
43227024-ab8c-40d3-a86e-b9e8c1b8a32c,334643,0,0,6/20/2023,piguet bay,2,12,0.3,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
c2649b29-bae4-4e85-b2af-58674245b6c2,51698,0,0,7/7/2023,mouth of hummer bay,2,17,0.5,ADFG WEB,9/13/2023,2023,NULL,0,NULL,,
4e82cc40-02f0-48f4-8e0a-57417c7db5f8,79480,0,0,5/23/2023,Wells bay,3,10,2,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
b397f236-7324-4bd6-b1a7-9e568ff5714c,271180,1,0,6/6/2023,Wells Bay,3,12,0,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
6f881b81-d674-4b94-9b23-ebf81ec23cfd,296944,0,0,8/21/2023,Wells Bay,3,12,0.5,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
d87d317a-77c7-477d-9e61-f7da5cfabb44,291326,0,0,6/19/2023,Poe Bay,2,24,1,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
c0bad7f8-1dc6-410c-971f-3085deef2f39,94579,0,0,5/2/2023,blackstone bay,2,24,1,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
365bd9a1-1ea6-46ab-9108-9c62de94442c,16017,0,0,5/12/2023,KINGS BAY,3,4,0.5,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
bddb95f8-83c1-491e-8bac-272189a2adc3,243989,0,0,6/1/2023,Blue Fjord,3,24,2,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
ac510e33-0e14-471b-8b74-ba34d8bcc932,54652,0,0,5/2/2023,Gold Creek,2,48,2,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
3e35e5d2-0d55-44e4-abd1-a264e9e93af0,180889,0,0,5/12/2023,Wells bay,3,12,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
2c52b45d-9e94-4ad3-b9a5-01cccc570e66,271180,1,0,6/8/2023,Wells Bay,3,12,0,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
9680665b-8dd1-49aa-960b-6dc3f7091d05,179143,0,0,7/31/2023,Gold Creek,2,8,0.1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
c1dcdae2-04f7-457b-b11b-c26157d05ef0,108416,0,0,6/1/2023,Herring bay,3,48,0.25,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
ea59d875-fcf2-41ba-b76a-0106d2444e8f,179143,0,0,6/20/2023,Shoup Bay,2,8,0.01,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
7b12ff3d-2afe-4cc3-af37-e23d5466da56,158198,0,0,8/13/2023,Port Nellie juan,3,7,4,ADFG WEB,10/19/2023,2023,NULL,1,NULL,,
234ccfce-77ad-4693-9425-b5b5f99c3df8,54652,0,0,8/2/2023,Gold Creek,2,48,3.5,ADFG WEB,10/4/2023,2023,NULL,0,NULL,,
ef8d6802-d45f-4659-a5af-7e86c52f2c9f,96207,0,0,8/4/2023,Mid Cochrane,2,48,1,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
e7b12971-852e-4988-9f84-5a6b3c91dff3,164753,0,0,7/22/2023,Perry Island,3,14,1.5,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
019f08d7-38f7-455d-9a87-72ddf009957e,306189,0,0,7/1/2023,JAckpot Bay,3,8,2,ADFG WEB,7/26/2023,2023,NULL,0,NULL,,
a4baa75e-19fa-4412-a518-baee18f6a478,11880,0,0,5/19/2023,Wells Bay,3,5,1.75,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
c87ab473-a4c5-4666-b40f-4cc48d62a077,29435,0,0,7/14/2023,Passage Canal,2,48,1.5,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
e7cf794a-b6bd-4acd-bf67-6e4b39f20929,72298,0,0,8/6/2023,port valdez,2,12,2,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
afc4045b-797f-413b-b30a-7f1fdd7a59ae,159816,0,0,6/1/2023,Valdez Narrows,2,12,0.25,ADFG WEB,10/7/2023,2023,NULL,0,NULL,,
7e4bb85a-4108-4bab-92d9-90cd0bb7a65c,140189,0,0,7/22/2023,Cochran Bay,2,6,5,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
988eb894-8187-47f0-ad9b-40b3b94942f7,375089,1,0,7/13/2023,Decision Point,2,8,0,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
09e6ffa0-18c1-4822-a2c8-ef59378033cb,87652,0,0,7/12/2023,Cochrane Bay,2,3,1,ADFG WEB,8/4/2023,2023,NULL,0,NULL,,
c1a2f2d9-7c08-4877-b8af-17cd1f9aa3d7,171171,0,0,8/9/2023,Valdez narrows,2,7,1,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
1a62b529-f6fb-43fb-836b-5b5dedd8555f,22035,0,0,7/8/2023,McClure Bay,3,12,3,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
950f4e0d-1553-4730-987e-bafacb7e738c,402926,0,0,7/31/2023,Unakwik moraine,3,48,4.5,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
cc3afe32-92bf-42fc-8883-a1c74440a428,349379,0,0,7/16/2023,"Cullross passage, near Goose Bay",2,5,0.5,ADFG WEB,7/16/2023,2023,NULL,0,NULL,,
96cf0744-4201-480a-8f12-2248473cc544,24843,0,0,4/15/2023,Cochrane Bay,2,5,0.75,ADFG WEB,9/21/2023,2023,NULL,0,NULL,,
c0afdeea-124f-4105-bcc8-c03f42889951,90498,0,0,6/20/2023,Port valdez,2,48,1,ADFG WEB,9/9/2023,2023,NULL,0,NULL,,
fbc7ae4e-588a-43cc-b534-f7e5b3316fe0,130689,0,0,8/26/2023,Siwash Bay,3,24,2,ADFG WEB,8/29/2023,2023,NULL,0,NULL,,
91a772ed-e11a-4c53-b5ea-c226f582313b,278143,0,0,7/17/2023,Valdez Habor,2,24,0.03,ADFG WEB,7/24/2023,2023,NULL,0,NULL,,
7538a723-9485-4036-979c-d45f627a839f,219452,0,0,9/1/2023,Columbia,3,18,0.25,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
ec1b771c-aa14-40b8-b90b-8655bd164c91,232771,0,0,8/5/2023,Barry arm,2,24,3,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
6ce36d65-a107-4e39-921b-90800d4cfefd,197407,0,0,8/6/2023,Mummy bay,2,24,0.5,ADFG WEB,9/23/2023,2023,NULL,0,NULL,,
6197e041-e087-413f-96f1-1ffd3bd85911,90280,0,0,6/14/2023,shoup bay,2,72,3,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
559e22da-0760-4d01-9a05-7f3e99122f3f,151135,0,0,8/20/2023,Po Bay,2,20,0.01,ADFG WEB,9/24/2023,2023,NULL,0,NULL,,
fc3f475e-412c-4f31-a909-60a27bb02560,69144,1,0,5/9/2023,ALLISON POINT,2,48,0,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
4d077585-9ad9-4fc9-8661-eddfa7f8c6f3,167816,0,0,7/29/2023,PWS,2,12,2.5,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
c6fc3a28-9e8a-4fdb-8675-bfe0416c5e9d,29099,0,0,6/4/2023,passage canal,2,20,3,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
f73e74a0-98dc-4ccb-a053-38b4ce944bfe,286279,0,0,6/19/2023,Culross Passage,2,19,0.5,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
774b1bc1-c35e-4229-ad82-7e7ff0b2f166,409125,0,0,8/9/2023,Vadez,2,24,0.5,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
c6e336eb-5580-409b-b1a0-ef231a2177d6,283443,0,0,7/3/2023,outside Ziegler cove,2,36,3,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
7270ef53-007e-450a-8f3e-61310f93ad4e,101090,0,0,5/28/2023,cochraine bay,2,4,2,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
b041032c-f7bb-4ad7-b566-d5ea6a6156c2,192653,0,0,5/19/2023,Surprise cove,2,4,3,ADFG WEB,8/24/2023,2023,NULL,0,NULL,,
3e62a484-974e-4dde-a715-e20c1119923c,2181,1,0,8/25/2023,culross pass,1,1,0,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
83dcf0f1-126b-4ebc-9c0d-1b4fd1f03c1f,94034,0,0,4/23/2023,wells bay,3,7,2,ADFG WEB,4/26/2023,2023,NULL,0,NULL,,
e7794a27-94e7-4c56-b645-2b1d721f671a,43734,1,0,4/23/2023,Port Wells - Hummer Bay,2,17,0,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
0374b3cf-edad-4495-b2a3-8fe878d00b72,66171,0,0,5/6/2023,Cochran Bay,2,48,4.5,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
3e7ddd12-873f-40d8-8bfb-ec4dbec831d2,244843,0,0,7/10/2023,McClure Bay,3,8,1,ADFG WEB,8/10/2023,2023,NULL,0,NULL,,
e7e9a6ed-2d71-4aa4-aac6-9850445ea247,278279,0,0,6/17/2023,Granite bay,3,10,0.5,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
7e286d03-dc79-43a0-8b1d-35d784762155,2826,0,0,8/20/2023,Gold creek,1,96,0.25,ADFG WEB,8/24/2023,2023,NULL,0,NULL,,
f094919c-cdaf-4606-96fa-05c6549cff33,28725,0,0,4/15/2023,wells bay,3,12,6,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
208a2492-c9f9-477d-83f7-6120f6c70656,16562,0,0,6/16/2023,Port valdez,2,48,3,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
7056b0d2-35db-4224-aab0-dbc9864fa4a4,133062,0,0,6/17/2023,passage canal,2,24,1,ADFG WEB,10/4/2023,2023,NULL,0,NULL,,
c2fea722-39e3-47ae-9986-93f39a521622,302862,0,0,7/15/2023,PC,2,72,3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
b39f1192-b189-412b-94e2-e64c0b948447,167816,0,0,7/5/2023,PWS,2,12,1.5,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
72f3ad6c-f91b-44e2-b094-1df1ebedaefb,376998,0,0,7/19/2023,"Heather Bay, Prince William Sound",2,24,0.6,ADFG WEB,7/29/2023,2023,NULL,0,NULL,,
dca21773-e204-4ff0-b8fc-b65f45ce1503,151653,0,0,5/22/2023,Valdez port,2,48,0.25,ADFG WEB,8/17/2023,2023,NULL,0,NULL,,
eea6f591-95ec-4f6d-85d1-5764225354b7,70371,0,0,5/21/2023,Head of Long Bay PWS,3,20,0.66,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
f9c8cc5b-b8f4-444d-90a5-046055095caf,381071,0,0,8/22/2023,port valdez,2,24,0.25,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
8514aeaa-fc53-4f51-af82-954746d60afd,223225,0,0,5/29/2023,Blackstone Bay,2,27,2,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
0208b2be-f141-42c2-a215-a6c481e93b23,90498,0,0,6/7/2023,Port valdez,2,24,0.05,ADFG WEB,9/8/2023,2023,NULL,0,NULL,,
48deed0a-f1f4-48aa-8bf4-b4520c4e634a,127307,0,0,5/13/2023,Valdez Narrows,2,24,2.5,ADFG WEB,7/9/2023,2023,NULL,0,NULL,,
d868f2e9-d7d7-4b80-8534-c507f504731d,144261,0,0,8/1/2023,Blackstone Bay,2,24,4,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
aa29c567-e011-49eb-adff-3e91a5a38e13,306898,0,0,6/19/2023,Neptune pt.,2,49,0.5,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
d2c17921-9a73-4e90-aa7d-cd75784e3a57,22144,0,0,5/13/2023,Shotgun Cove,2,5,1,ADFG WEB,9/9/2023,2023,NULL,0,NULL,,
47309d67-7900-435a-8eea-ebb66819d76e,249888,0,0,7/7/2023,Unakwik inlet,3,4,3,ADFG WEB,7/7/2023,2023,NULL,0,NULL,,
a7b68edb-c194-4084-86a7-835d8c95cc52,239925,0,0,6/24/2023,Culross Island,2,12,3,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
043a1e09-6cfb-4950-b35f-e02ba8b5752b,205498,0,0,7/8/2023,Knight Passage,3,8,1,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
c3354eb8-bb5a-45fb-a599-236ea2678311,122553,0,0,6/16/2023,Pigot Bay,2,6,0.15,ADFG WEB,9/24/2023,2023,NULL,0,NULL,,
00da1f26-508b-46cf-89d6-6e1d36056b62,103908,0,0,5/20/2023,Kokcrine Bay (Back ofBay),1,60,1.5,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
82dcd610-3ed0-40d6-89ed-81d7fbe0442b,41253,0,0,5/14/2023,Allison Point,2,24,2,ADFG WEB,8/7/2023,2023,NULL,0,NULL,,
ff562737-063f-4a6a-ad88-c75f6a2f3a53,262744,1,0,7/29/2023,Squirrel Cove,2,6,0,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
e1fc6be3-22ec-4a8b-8959-2f39704bbcc4,56934,1,0,7/24/2023,South mouth Esther Passage,3,28,0,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
ca8b2295-d2a1-4336-b17f-7e928e070db3,194344,0,0,6/2/2023,3 finger cove area,2,4,1,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
17d2cd00-a552-4ee9-bf9d-5219b0040258,296753,0,0,6/18/2023,Shotgun cove,2,24,1,ADFG WEB,9/3/2023,2023,NULL,0,NULL,,
559c08c7-a367-4a4f-ba34-159603fca1e0,125962,0,0,6/24/2023,Colross Pass,2,24,1,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
7a77a80e-4a44-48a6-aa18-5d5f26d3be26,267825,0,0,8/12/2023,Knight Island Louis Bay,3,12,0.8,ADFG WEB,10/4/2023,2023,NULL,0,NULL,,
db328f79-cb16-4fcd-ac1d-d16fcfbbcb26,135116,0,0,7/15/2023,Port Nellie Juan,2,8,0.05,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
3aad1b2a-fb2d-4f39-94e5-f78b8d0a50fd,52616,0,0,4/19/2023,East of Valdez container dock,2,24,2,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
df4e1723-85db-45df-804a-a9d93c6acd42,123407,0,0,5/28/2023,hobo bay,2,216,3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
d5c8108b-d855-464e-bdcb-363e4b2b3cc5,116189,0,0,5/8/2023,Port Valdez,2,48,0.5,ADFG WEB,11/3/2023,2023,NULL,2,NULL,,
3c0b7577-ae4a-41fe-8cb7-a500687407fb,91634,0,0,8/13/2023,nelle juan,3,12,3,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
5d50ba8f-2079-46c1-af59-99b525b950d6,133771,0,0,9/1/2023,Shute bay,2,12,3,ADFG WEB,9/8/2023,2023,NULL,0,NULL,,
c74dedad-5a5d-4e03-838b-5c7a5cd37fed,122498,0,0,6/14/2023,Valdez Arm,2,48,2,ADFG WEB,10/7/2023,2023,NULL,0,NULL,,
74663bef-b8ac-4d16-9fd4-4c89bcbd3093,77207,0,0,5/16/2023,Valdez Port,2,48,0.5,ADFG WEB,9/16/2023,2023,NULL,0,NULL,,
a0c1aa8e-1edf-4cda-8439-9dd66c01fcf6,213880,0,0,6/18/2023,"Perry Island, West Twin Bay",3,12,1,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
890ab69f-7fcb-4870-b092-6eed7e9d272d,53961,0,0,5/4/2023,Unakwik,3,4,0.25,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
b5275eb7-5a4a-4862-8f55-d72bde1da968,383125,1,0,8/17/2023,Granite bay,1,1,0,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
edd582a5-59da-4da9-9881-0478c2d6e6e6,400853,0,0,8/18/2023,Jack Bay,2,8,0.5,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
acac1670-290b-4ce1-98b9-f7efc300e3de,301526,0,0,7/4/2023,Passage Canal,2,48,1,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
88216e4b-dfb5-4ad3-a8f4-cba84de8fd80,97661,0,0,8/16/2023,Blue Fjord,3,12,0.2,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
7fa05a0c-37f9-4fed-a881-0706c9024918,12026,0,0,5/22/2023,Port of Valdez,2,24,1,ADFG WEB,9/1/2023,2023,NULL,0,NULL,,
40d5de65-b2cd-4203-b913-240960d1cf4b,160853,0,0,5/20/2023,Valdez Arm,1,48,0.15,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
656a9cad-7591-402e-abaa-e4934af0bb1f,148488,0,0,6/1/2023,Unakwik,3,24,0.03,ADFG WEB,8/24/2023,2023,NULL,0,NULL,,
0fd086f0-94ea-4f1e-ac9f-3ba2279b37fd,59026,0,0,4/22/2023,grey stone,3,10,2,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
2b94a078-4a13-409c-bd03-f49d94d0f279,167816,0,0,7/20/2023,PWS,2,12,2,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
eeeb8279-b39d-4f12-b700-0a675af09a0f,285707,0,0,6/25/2023,port valdez,2,24,3,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
dea4e22f-5ecb-40e0-a4bf-6e3334338b9e,394171,0,0,7/16/2023,Deepwater Bay,3,12,1,ADFG WEB,7/26/2023,2023,NULL,0,NULL,,
c73d93b2-c319-4b63-b524-06ae55311c00,139152,0,0,5/22/2023,Jacks bay,2,24,1,ADFG WEB,8/18/2023,2023,NULL,0,NULL,,
4e3a411f-58d6-41c4-a467-16c76e6de4d4,149170,0,0,6/11/2023,cochran,2,24,4,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
5bcf3545-7a14-4cdb-95b2-b9b64af98552,62398,0,0,6/16/2023,Port Valdez,2,48,3,ADFG WEB,9/16/2023,2023,NULL,0,NULL,,
0b72108c-0b10-4a1f-819f-63dea0816f6b,241816,0,0,7/6/2023,Blackstone,2,70,1,ADFG WEB,9/14/2023,2023,NULL,0,NULL,,
57e998a7-512a-429b-a7f9-f58d6b526e5a,4335,0,0,9/12/2023,Black stone Bay,2,3,1.5,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
